venue_name,address,city,state,zip_code,phone,website,sports_supported,latitude,longitude,approved_at,photo_review_status,admin_status,country,origin_type,community_source,community_source_id,community_seed_batch,community_seeded_at,community_curated_by,community_provenance,place_type
Sandbar,120 Grosvenor Street,Manchester,,M1 7HL,,https://sandbarmanchester.co.uk/,,53.4706825,-2.2359568,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00014,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Sports Bar & Grill,174-180 Old Street,London,,EC1V 9BP,,,,51.525197,-0.0900377,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00015,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Tia Maria Bar & Kitchen,126 South Lambeth Road,London,,SW8 1RB,+44 20 7622 3602,,,51.4808939,-0.12483,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00016,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
The Bowery Bar,,,,,,,,51.5171827,-0.1255515,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00017,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Neds Noodle Bar,21 Pitfield Street,London,,N1 6HB,,,,51.5270245,-0.0837537,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00018,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
All Bar One Butlers Warf,Shat Thames,London,,SE1 2YG,,,,51.5033816,-0.0727542,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00019,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Jono's Bar,,,,,,,,51.5101535,-0.2869312,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00020,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Icebar,29-33 Heddon Street,London,,W1B 4BN,,https://www.belowzeroicebar.com/,,51.5113103,-0.1398884,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00021,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
012 Bar & Grill Restaurant,108-110 The Grove,London,,E15 1NS,,,,51.542752,0.0032106,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00022,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
The Sportsman,78-102 Broadway,London,,E15 1NG,,https://www.greatukpubs.co.uk/sportsman-stratford,,51.5424567,0.0028343,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00023,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Satay Bar,447 Coldharbour Lane,London,,SW9 8LP,+44 20 7326 5001,https://www.sataybar.co.uk/,,51.4614013,-0.11448,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00024,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
The Scotia Bar,"112,114 Stockwell Street",Glasgow,,G1 4LW,+44 141 552 8681,https://www.belhaven.co.uk/pubs/lanarkshire/scotia-bar/,,55.8553917,-4.2503001,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00025,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Republic Bier Halle,9 Gordon Street,Glasgow,,G1 3PL,,,,55.8602836,-4.2547902,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00026,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
The Brookmill Pub,65 Cranbrook Road,London,,SE8 4EJ,,,,51.4708059,-0.0218807,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00027,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
So! Restaurant Bar,Royal Victoria Place,London,,E16 1UQ,,,,51.5054491,0.0261464,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00028,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
The Coach House Bar,,,,,,,,51.504463,-0.0897602,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00029,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Twists Sandwich Bar,,,,,,,,51.5005539,-0.0914286,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00030,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Escape Sports Bar & Restaurant,2 Lidlington Place,London,,NW1 2JU,+44 207 387 2988,https://www.escapemornington.co.uk/,,51.5327738,-0.1373878,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00031,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Bbar,43 Buckingham Palace Road,London,,SW1W 0PP,,https://www.bbarlondon.com/,,51.4981242,-0.1434293,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00032,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Globe Bar,,,,,,,,51.4924342,-0.2785884,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00033,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Willy's Wine Bar,107 Fenchurch Street,London,,EC3M 5JF,,,,51.5126466,-0.079319,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00034,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Simmons Bar,43 Essex Road,London,,N1 2SF,+44 20 3909 5272,https://www.simmonsbar.co.uk/venues/angel/,,51.5373115,-0.1008285,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00035,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
The Retro Bar,2 George Court,London,,WC2N 6HH,+44 20 7839 8760,https://www.retrobarlondon.co.uk/london,,51.5091024,-0.1235665,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00036,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Dean's Bar,,,,,,,,51.5209322,-0.1231994,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00037,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
The 1 Bar,18-20 Appold Street,London,,EC2A 2AS,,,,51.519968,-0.0831839,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00038,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Caffé Pronto Grill Bar,51 Sutton Ground,London,,SW1P 2HY,,,,51.4966438,-0.1335105,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00039,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Federal Cafe Bar,194 Deansgate,Manchester,,M3 3ND,,,,53.4786625,-2.2495294,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00040,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Red's True Barbecue,18-22 Lloyd Street,Manchester,,M2 5WA,,https://truebarbecue.com/,,53.4789629,-2.2463227,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00041,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
La Piazza Sandwich Bar,,,,,,,,53.4785424,-2.2502961,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00042,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Highbury Barn Tavern,,,,,,,,51.55382,-0.0980505,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00043,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
The Drayton Park Public House,66 Drayton Park,London,,N5 1ND,+44 20 7359 3915,,,51.5534482,-0.1046613,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00044,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Nº 1 Bar,,,,,,,,51.5060052,-0.08685,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00045,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
The Ladybird Bar,70 Upper Street,London,,N1 0NY,+44 781 239 0482,https://ladybirdbar.co.uk,,51.5360577,-0.1038735,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00046,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Sambal Shiok Laksa Bar,171 Holloway Road,London,,,+44 20 7619 9888,https://www.sambalshiok.co.uk/,,51.5498868,-0.1089817,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00047,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
The Sporting Pages,6 Camera Place,London,,,+44 20 7349 0455,https://thesportingpage.co.uk/,,51.4845997,-0.1794648,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00048,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
The Sterling Bar & Kitchen,30 St. Mary Axe,London,,EC3A 8BF,+44 20 7929 3641,https://www.thesterlingbar.co.uk/,,51.51452,-0.0800751,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00049,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
The Fishery Fish Bar,90 Stoke Newington High Street,London,,N16 7NY,,,,51.5594639,-0.0739318,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00050,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
McCafferty's Bar,128 Tottenham Lane,London,,N8 7EL,+44 2083 413 182,https://crouchend.mccaffertysbars.com/,,51.5838486,-0.1165681,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00051,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Bar Italia,22 Frith Street,London,,W1D 4RP,,http://www.baritaliasoho.co.uk,,51.513421,-0.1312352,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00052,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Aquarium Snack Bar,415 Wandsworth Road,,,,,,,51.4736108,-0.1331057,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00053,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Orit Ethiopian Restaurant & Bar,,,,,,,,51.4708688,-0.1381623,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00054,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Bradley's Spanish Bar,42-44 Hanway Street,London,,,+44 20 7636 0359,https://www.bradleysspanishbar.com/,,51.5165329,-0.1326779,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00055,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Troy Bar,10 Hoxton Street,London,,N1 6NG,,,,51.5276711,-0.0800098,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00056,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
All Bar One,,,,,,,,51.5167167,-0.1289335,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00057,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Barbican Kitchen,Silk Street,London,,EC2Y 8DS,,,,51.5195292,-0.093295,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00058,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Brunello Bar and Restaurant,60 Hyde Park Gate,,,,,,,51.5017242,-0.1848227,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00059,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Snack Bar & Café,106 Charing Cross Road,London,,,,,,51.5143608,-0.1294674,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00060,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
19 Cafe Bar,19 Lever Street,Manchester,,M1 1BY,,,,53.4817641,-2.2352622,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00061,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Bar + Block,York Way,London,,,,,,51.5317695,-0.1223238,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00062,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
All Bar One,107 Houndsditch,London,,EC3A 7BD,,,,51.5158403,-0.0792759,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00063,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
S'mug Coffee Bar,167 Great George Street,Glasgow,,G12 8AQ,+44 141 334 6671,,,55.8754252,-4.2924418,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00064,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Saatchi Gallery Bar & Brasserie,90 Duke of York Square,London,,SW3 4LY,+44 20 3973 5980,https://searcys.co.uk/venues/saatchi-gallery/saatchi-gallery-bar-brasserie/,,51.4910887,-0.1593097,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00065,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Polo Bar,39 Conduit Street,London,,W1S 2YG,,,,51.5115358,-0.1425515,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00066,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Barley Mow,82 Duke Street,London,,,,,,51.5129113,-0.1509087,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00067,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
The Salt Point Bar,,,,,,,,51.519894,-0.0800515,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00068,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Mascara Bar,72 Stamford Hill,London,,N16 6XS,,,,51.5668762,-0.0726457,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00069,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Baraka Eatery,38-40 Whitechapel Road,London,,E1 1JX,,,,51.5173147,-0.0663867,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00070,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Nordic Bar,25 Newman Street,London,,W1T 1PN,+44 20 7631 3174,https://www.nordicbar.com/,,51.5178561,-0.135695,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00071,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Homeboy Bar,108 Essex Road,London,,,,,,51.5389804,-0.0982697,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00072,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
The Rem Bar,33 Sackville Street,Manchester,,M1 3LZ,,https://www.therembrandtmanchester.com/rem-bar,,53.4771149,-2.2369106,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00073,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
BarPop,10 Canal Street,Manchester,,M1 3EZ,,,,53.4773587,-2.2365099,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00074,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
The Boot And Flogger Wine Bar,10-20 Redcross Way,London,,SE1 1TA,,,,51.5041995,-0.0935508,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00075,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Guanabara,,,,,,,,51.5153397,-0.1224929,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00076,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Baron,210 Preston Road,Wembley,,HA9 8PB,+44 20 8385 2002,,,51.5709117,-0.2946193,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00077,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
All Bar One,1 Chicheley Street,London,,SE1 7PY,,https://www.allbarone.co.uk/,,51.5026748,-0.1171122,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00078,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Sista Barista,141 Westminster Bridge Road,London,,SE1 7HR,,,,51.499562,-0.1141846,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00079,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Sinuhe persian Tapas Bar,13 Hereford Road,London,,W2 4AB,+44 20 7229 4422,,,51.5141021,-0.1937919,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00080,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Durbar,24 Hereford Road,London,,,+44 20 7727 1947,https://durbaronline.com/,,51.5148542,-0.1937242,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00081,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
La Barca,80-81 Lower Marsh,London,,SE1 7AB,,,,51.501757,-0.1109812,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00082,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Pit Bar,103 The Cut,London,,SE1 8NB,,,,51.5020714,-0.1095042,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00083,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Miraflores Bar & Lounge,60 Southwark Street,London,,SE1 1UN,,http://mirafloreslondon.co.uk/,,51.5050176,-0.0954041,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00084,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Clinks Bar,,,,,,,,51.5053968,-0.0952802,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00085,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Barrafina,10 Adelaide Street,London,,WC2N 4HZ,,https://www.barrafina.co.uk/restaurants/adelaide-street,,51.5093476,-0.1256931,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00086,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
Brad's Coffee Bar,,,,,,,,51.58351,-0.0184983,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00087,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
The Barge Aground,,,,,,,,51.5358098,0.0773786,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00088,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
The Lismore Bar,206 Dumbarton Road,Glasgow,,G11 6UN,+44 141 576 0102,,,55.8709688,-4.3015583,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00089,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
The Aragon Bar,131 Byres Road,Glasgow,,G12 8TT,+44 141 339 3252,,,55.8730839,-4.2963961,2026-05-24T23:21:02.413484+00:00,approved,active,United Kingdom,community,osm_venues_uk_v4,uk_00090,uk_venues_batch_v4,2026-05-24T23:21:02.413484+00:00,osm_import_terminal_v4,{},venue
