venue_name,address,city,state,zip_code,phone,website,sports_supported,latitude,longitude,approved_at,photo_review_status,admin_status,country,origin_type,community_source,community_source_id,community_seed_batch,community_seeded_at,community_curated_by,community_provenance,place_type
Barbieri Botequim,92 Avenida Mem de Sá,,,,,,,-22.9129035,-43.1822968,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00013,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Obar,,,,,,,,-19.9346233,-43.9281517,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00014,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Ô Matos Bar,,,,,+55-21-22325250,,,-22.904938,-43.1781168,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00015,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar Lagoa,1674 Avenida Epitácio Pessoa,,,,+55-21-25231135,http://www.barlagoa.com.br/,,-22.9799977,-43.2033068,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00016,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Papai,,,,,,,,-22.9045298,-43.1746137,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00017,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Maria Paula Bar e Restaurante,,,,,,,,-23.5520829,-46.6383065,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00018,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Seu Ivo,,,,,,,,-22.7545908,-43.1061207,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00019,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar & Boi,294 Avenida Fleming,Belo Horizonte - MG,,,,,,-19.8713761,-43.9865191,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00020,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Costa,150 Rua Torres Homem,,,,,,,-22.9135298,-43.2442662,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00021,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar Antigamente,43 Rua do Ouvidor,,,,+55 21 2507-5040,https://www.restauranteantigamente.com.br/,,-22.9023137,-43.1754979,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00022,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Snooker Bar,,,,,,,,-22.9219407,-43.2371666,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00023,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Café e Bar Borgado,,,,,,,,-22.9147409,-43.1781229,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00024,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar Getúlio,,Rio de Janeiro,,,,,,-22.9256789,-43.1767813,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00025,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Café e Bar Caimã,9B Rua Corrêa Dutra,Rio de Janeiro,,22210-050,,,,-22.9284543,-43.1743759,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00026,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Baroneza,1250 Rua 7 de Abril,Curitiba,,,,,,-25.4206248,-49.2553409,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00027,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Elias,,,,,,,,-22.9099172,-43.1771205,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00028,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar Dafoca,Rua Farani,Rio de Janeiro,,,,,,-22.9419506,-43.181112,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00029,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Calabouço Heavy & Rock Bar,130 Rua Felipe Camarão,Rio de Janeiro,,20511-010,,,,-22.9168348,-43.2351828,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00030,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Moais Snooker Bar,,,,,,,,-22.9189922,-43.2355377,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00031,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Chico's,,,,,,,,-22.9152559,-43.2266781,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00032,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar e Lancheria Alto Astral,666 Rua dos Andradas,,,,,,,-30.0316749,-51.2350944,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00033,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Gomes,,,,,,,,-22.9140256,-43.1826779,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00034,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Alad'ns Bar (Frango Frito),2130 Rua Guajajaras,Belo Horizonte,,,,,,-19.9222819,-43.9528477,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00035,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Excellence Bar e Restaurante,,,,,,,,-23.5571585,-46.6755567,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00036,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Mineiro,,,,,,,,-22.9210969,-43.1869165,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00037,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Arnaudo,,,,,,,,-22.9211034,-43.1849863,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00038,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Italiano,,,,,,,,-22.9491509,-43.1859011,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00039,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Morro da Villa Bar e Restaurante‎,15 Rua Jericó,São Paulo,,05435-040,+55 11 3812-8251,,,-23.5530479,-46.6883078,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00040,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar Ipiranga,117 Rua Ipiranga,Rio de Janeiro,,,+55-21-22255271,,,-22.9356766,-43.1808561,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00041,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Guanabara,Rua Buarque de Macedo,Rio de Janeiro,,,,,,-22.9292672,-43.1750963,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00042,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Manoel,,,,,,,,-22.9538687,-43.1743569,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00043,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Cabral,,,,,,,,-19.939005,-43.918923,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00044,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Braca Bar,,,,,,,,-19.9324487,-43.9421592,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00045,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Barbazul,Avenida Getúlio Vargas,Belo Horizonte,,,,,,-19.932719,-43.9261516,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00046,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Barbavéia,,,,,,,,-19.9318741,-43.924542,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00047,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Top Bar,,,,,,,,-19.9203057,-43.9383414,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00048,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Tequila's Bar e Restaurante,,,,,,,,-23.5580327,-46.6339058,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00049,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar Pity,,,,,,,,-19.9388597,-43.9270698,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00050,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar Jorro,,,,,,,,-12.7683523,-38.2857876,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00051,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar da Máfia Azul,,,,,,,,-19.919672,-43.9476232,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00052,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar Casa de Francisca,190 Al. José Maria Lisboa,,,01423-000,,,,-23.5707183,-46.6547996,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00053,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Nobar,,,,,,,,-23.5731694,-46.6577096,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00054,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do João,,,,,,,,-19.9370383,-43.93438,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00055,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Doca,,,,,,,,-19.9371118,-43.9593152,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00056,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar da Neca,,,,,,,,-19.9456165,-43.9308988,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00057,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar da Ladeira,,,,,,,,-22.9138369,-43.1799709,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00058,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Lapa Irish Pub,,,,,,,,-22.9137054,-43.1799253,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00059,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Pizzaria Guanabara,,,,,,,,-22.9138764,-43.1790914,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00060,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar dos Rob,,,,,,,,-22.9143011,-43.179193,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00061,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Victor Bar e Restaurante,,,,,,,,-22.913745,-43.1815537,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00062,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bartiquim,74 Pirité,,,,,,,-19.9117717,-43.9112904,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00063,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Pedro,,,,,,,,-19.9156016,-43.9140971,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00064,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Orlando,,,,,,,,-19.9163366,-43.9107642,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00065,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar sem Nome,,,,,,,,-19.910143,-43.9162467,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00066,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar Medieval,,,,,,,,-19.9140317,-43.9153186,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00067,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do 1000Tom,,,,,,,,-19.9170377,-43.9145408,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00068,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar 147,,,,,,,,-19.9175824,-43.9234833,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00069,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Edmundo,,,,,,,,-19.918233,-43.9235745,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00070,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar Charlotte,,,,,,,,-19.9170932,-43.915147,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00071,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar Temático,,,,,,,,-19.9116936,-43.9111161,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00072,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Antonius Bar,,,,,,,,-19.9392532,-43.9313175,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00073,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar Tudo Legal,,,,,,,,-19.936758,-43.9454952,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00074,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar Altas Horas,,,,,,,,-19.9360012,-43.9454534,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00075,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Osmar,,,,,,,,-22.9356539,-43.1772882,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00076,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Carlão,,,,,,,,-30.0251258,-51.2148284,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00077,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Margherita Bar,1172 Rua da Bahia,Belo Horizonte,,30160-011,,,,-19.925273,-43.9376563,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00078,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Ricardo,,,,,+55 31 2511-6672,,,-19.9656622,-43.9818828,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00079,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Ximbungo's Bar,,,,,,,,-19.9657222,-43.9826989,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00080,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Luizão,,,,,,,,-19.9657373,-43.9873168,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00081,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Barello Burguer,Rua Barão da Passagem,,,,,,,-23.5246382,-46.7328202,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00082,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Paulinho,,,,,,,,-19.9393702,-43.9460256,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00083,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Sushi Bar,,,,,,,,-22.9135847,-43.181403,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00084,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar da Lapa,69 Avenida Mem de Sá,Rio de Janeiro,,20230-150,,,,-22.913332,-43.1814902,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00085,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar Flor do Recreio,,,,,,,,-22.9144339,-43.1894833,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00086,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar Elman (Gabiru),,,,,,,,-22.9146966,-43.1893478,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00087,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar Floresta,,,,,,,,-19.9075751,-43.9337097,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00088,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Edu,Rua Baluarte,São Paulo,,,,,,-23.6039527,-46.6770159,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00089,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Didi - Iguaçu,3919 Avenida Iguaçu,Curitiba,,80240-031,,,,-25.4532501,-49.298279,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00090,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Barril 80,,,,,,,,-22.9028962,-43.1793438,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00091,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar Nevada,,,,,,,,-22.9316614,-43.2466318,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00092,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Barracão Butequim,,,,,,http://barracaobutiquim.blogspot.com/,,-19.9102221,-43.9030408,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00093,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar Aurora,,,,,,,,-23.5897587,-46.6804604,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00094,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Lanikai Tiki Bar,,,,,,,,-19.9463404,-43.9309609,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00095,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Galo,,,,,,,,-19.8621087,-43.9712119,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00096,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Apetite Bar & Restaurante,,,,,,,,-19.9176807,-43.9360079,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00097,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar /Restaurante,,,,,,,,-19.9337897,-43.9524194,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00098,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do John,,,,,,,,-19.9443037,-43.9316319,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00099,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar do Mandruva,,,,,,,,-19.9411872,-43.9489722,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00100,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar Bias Fortes,,,,,,,,-19.9274668,-43.9424067,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00101,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Bar Belmonte,300 Praia do Flamengo,,,22210-065,,https://botecobelmonte.com.br/,,-22.935256,-43.1744285,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00102,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
Guga's bar,,,,,,,,-19.9204055,-43.9437659,2026-05-25T00:21:26.075929+00:00,approved,active,Brazil,community,osm_venues_br_v4,br_00103,br_venues_batch_v4,2026-05-25T00:21:26.075929+00:00,osm_import_terminal_v4,{},venue
