venue_name,address,city,state,zip_code,phone,website,sports_supported,latitude,longitude,approved_at,photo_review_status,admin_status,country,origin_type,community_source,community_source_id,community_seed_batch,community_seeded_at,community_curated_by,community_provenance,place_type
Sanji's Restaurant & Bar,32 Kellerstraße,,,81667,,https://www.sanjiskitchen.de/,,48.1296306,11.5965567,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00016,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Bar Room München,,,,,+49 89 44142762,https://www.barroom-muenchen.de/,,48.1315362,11.5968422,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00017,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Café Bar MBH,,,,,,,,48.18469,11.567814,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00018,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Sportsbar Heinrich's,67 Bismarckstraße,Berlin,,12157,+49 30 79704180,http://www.sportsbar-heinrichs.de/,,52.4614742,13.339716,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00019,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Barcomi's Café & Kaffeerösterei,21 Bergmannstraße,Berlin,,10961,+49 30 6948138,https://www.barcomis.de/,,52.489026,13.3933796,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00020,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Salamas Bar,24 Niederbarnimstraße,Berlin,,10247,+49 30 2965832,http://www.salamas-bar.de,,52.5143396,13.4596231,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00021,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Lolly-Pub,54 Bänschstraße,Berlin,,10247,+49 30 4267784,,,52.5179397,13.4656186,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00022,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
The Smokehouse Bar & Barbeque,104 Boxhagener Straße,Berlin,,10245,,,,52.5126429,13.4592514,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00023,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Escudo Cantina y Bar,2-4 Marktplatz,Bad Vilbel,,61118,+49 6101 501460,https://www.escudo-bar.de/de,,50.1837217,8.7435274,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00024,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
The Moon Bar Lehel,5 Thierschplatz,München,,80538,+4915115974903,,,48.139515,11.5892361,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00025,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
El Chapo Bar'n Grill,3 Gewürzmühlstraße,München,,80538,+49 89 27373811,https://www.elchapo-bar.de/,,48.1395292,11.5877926,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00026,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
booze bar berlin,105 Boxhagener Straße,Berlin,,10245,+49 30 29046910,,,52.5127422,13.458706,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00027,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Bar Alimentari,,,,,,,,50.1145867,8.7228611,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00028,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Sporteck,,,,,,,,50.1375854,8.6844403,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00029,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Cohibar City,2 Herzog-Rudolf-Straße,München,,80539,+49 89 22880289,,,48.1388979,11.5834724,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00030,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Schwarzreiter Tagesbar & Restaurant,,,,,,,,48.1389828,11.5816135,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00031,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Goldene Bar im Haus der Kunst,,,,,+49 89 29160391,https://www.hausderkunst.de/,,48.1441766,11.5867056,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00032,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Vettern Bar,61 Hobrechtstraße,Berlin,,12047,,,,52.4905098,13.4260706,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00033,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Sportivo,193 Görzer Straße,München,,81549,,https://sportivo-restaurant.de/,,48.0976462,11.6103326,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00034,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Wirtshaus am Sportpark,,,,,+49 89 615 591 699,https://www.hachinger-wirtshaus.de/start.html,,48.0730877,11.6155555,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00035,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Bar im Wasserturm,20 Waldowstraße,Berlin,,13053,+49 178 5389745,http://www.berlin-wasserturm.de/,,52.547659,13.4887104,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00036,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Paradiso Tanzbar,2 Rumfordstraße,München,,80469,,,,48.1331791,11.5748379,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00037,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Sabbia Café Bar Pizza,38 Fallstraße,München,,81369,,,,48.1073534,11.5391369,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00038,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Sportsbar,,,,,,,,52.5963736,13.3461978,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00039,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Zum Leibarzt,11 Cotheniusstraße,Berlin,,10407,,,,52.5288311,13.4488396,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00040,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Pils-Pub,,,,,,,,48.1733465,11.6358716,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00041,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Vincent Piano Bar,6 Schiffbauerdamm,Berlin,,10117,+49 30 27582305,http://vincent-bar.de/hauptseite/,,52.5215879,13.38609,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00042,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Böse Buben Bar,18 Marienstraße,Berlin,,10117,+49 30 27596909,http://www.boesebubenbar.de,,52.5223201,13.3838875,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00043,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Künstler's Weinbar & Handel,11 Johannisplatz,München,,81667,+498912623590,https://kuenstlers-weinbar.de/,,48.1329615,11.5975488,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00044,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
"Ick koof mir Dave Lombardo, wenn ick reich bin",34 Zionskirchstraße,Berlin,,10119,,,,52.5338484,13.4035776,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00045,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
FC Magnet Bar,26 Veteranenstraße,Berlin,,10119,,,,52.5329814,13.3999802,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00046,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Baile Bar,,,,,,,,50.1033446,8.6906846,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00047,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Die Berliner Republik,8 Schiffbauerdamm,Berlin,,10117,+49 30 30872293,https://www.die-berliner-republik.de/,,52.5213573,13.3856815,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00048,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Pk Bar,22 Kreutzigerstraße,Berlin,,10247,+49 30 67820297,,,52.5136056,13.4604415,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00049,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Havanna Bar,111 Treskowallee,Berlin,,10318,+49 30 50378144,https://www.havannabar-berlin.de/,,52.4816878,13.5257159,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00050,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Dillinger Chicago Bar'n Grill,,,,,+49 89 14346374,https://johndillingers.com/,,48.1828305,11.5078865,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00051,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Queen's Pub,50 Hauptstraße,Berlin,,10827,+49 30 81828513,,,52.4821064,13.3483161,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00052,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
freebird Bar & Food,,,,,+49 89 27374520,http://www.freebird-munich.com/,,48.1537707,11.5757367,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00053,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Vega Bar,56 Georgenstraße,München,,80799,,https://www.vega-bar.de/,,48.1554235,11.574764,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00054,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Sport Cafe,14 Riesenfeldstraße,München,,80809,,,,48.1774661,11.5650688,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00055,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
ORA Tagesbar,30 Friedrichstraße,München,,80801,+49 89 548 848 18,http://www.oratagesbar.de/,,48.1601641,11.5804918,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00056,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Bar Voyage,1 Nollendorfstraße,Berlin,,10783,+49 30 33984227,https://www.barvoyage.de/,,52.4979752,13.3562993,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00057,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Bonazza Restaurant Eiscafé Bar,34 Otkerstraße,,,,,,,48.1064656,11.575426,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00058,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Este Bar,19 Feilitzschstraße,München,,80802,,,,48.1611023,11.5898587,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00059,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Bar Tabacco,8 Hartmannstraße,München,,80333,,,,48.1394903,11.5726579,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00060,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Fox Bar,47 Barer Straße,München,,80799,+49 89 21897478,,,48.1516175,11.5734572,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00061,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Buccibar,9 Occamstraße,München,,80802,,,,48.1620565,11.5895162,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00062,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Mio Tapas Fusion yBar,11 Occamstraße,München,,80802,+49 89 330 35 474,,,48.1621484,11.5895858,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00063,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Beru Pizza Bar,10 Thalkirchner Straße,München,,80337,+49 89 97349413,,,48.1319927,11.5664658,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00064,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Madonna Bar,22 Wiener Straße,Berlin,,10999,+49 30 6116943,https://www.madonnabar.de,,52.4973116,13.4315708,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00065,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Dillinger Chicago Bar'n Grill,19 Hofmannstraße,München,,81379,+49 89 78749022,https://www.dillinger-sendling.de/,,48.0996449,11.5291856,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00066,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
X-Bar,17 Raumerstraße,Berlin,,10437,,,,52.5415754,13.4219013,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00067,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Bartu Bio-Eis & Bio-Pizza,23 Wilhelmstraße,München,,80801,+49 89 384 760 40,http://www.bartu-bioeismanufaktur.de,,48.1607861,11.5829938,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00068,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Robbys Calypso Bar,22 Crellestraße,Berlin,,10827,,,,52.4882259,13.361793,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00069,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Bar Carlitos,16 Sybelstraße,Berlin,,10629,+49303231681,http://www.bar-carlitos.de,,52.5021364,13.3048844,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00070,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Long Island Cocktailbar,,,,,,,,50.1055109,8.6902926,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00071,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Crazy Music Barr,,,,,,,,50.1056921,8.6904642,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00072,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Cubanitas Cocktailbar,,,,,,,,50.105744,8.6906196,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00073,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
The Anglo Irish,,,,,,,,50.105922,8.6907336,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00074,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
The Drinksmith Neighbourhood Bar,14 Wallstraße,Frankfurt am Main,,60594,,,,50.1051247,8.6886006,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00075,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Treffpunkt SportBar,125 Schleißheimer Straße,München,,80797,+49 89 3084538,https://treffpunkt-sportsbar.de/,,48.1621039,11.5635127,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00076,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Winz Bar,,,,,,,,48.1615731,11.5623355,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00077,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Schorsch Bar,119 Georgenstraße,München,,80797,,https://www.schorschbar.de/,,48.1572131,11.5615746,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00078,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Sportgaststätte Obermenzing,,,,,+49 89 8112 328,,,48.1635454,11.4667715,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00079,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Ringbar,,,,,,,,52.4729715,13.4545924,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00080,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
La Vida Bar,218 Sonnenallee,Berlin,,12059,,,,52.473834,13.4555497,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00081,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Paulo Espressobar,69 Türkenstraße,München,,80799,+49 89 272 754 40,,,48.1516636,11.5766539,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00082,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Silber Cafe Bar,117 Hermannstraße,Berlin,,12051,,,,52.4662556,13.4317552,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00083,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Memory Bar,4 Adalbertstraße,Frankfurt am Main,,60486,+49 174 4991111,,,50.1201893,8.6490938,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00084,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Tony's EssBar,42 Georgenschwaigstraße,München,,80807,+49 89 85677896,https://www.tonys-essbar.de,,48.1807842,11.5729024,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00085,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Bar Alpina im Schuster,13/14 Rindermarkt,München,,80331,,https://www.alpinabar.de/,,48.1363297,11.5742114,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00086,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Heiliggeist 1 Bar,1 Heiliggeiststraße,München,,80331,,https://heiliggeist1.de/,,48.1358496,11.5776633,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00087,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Joe Peña’s Cantina y Bar,18 Robert-Mayer-Straße,Frankfurt am Main,,,+49 69 7075156,https://frankfurt.joepenas.de/,,50.1170398,8.6489873,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00088,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Blechbilderbar,35 Simon-Dach-Straße,Berlin,,10245,+49 30 47985627,,,52.5099802,13.4564546,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00089,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Escobar,,,,,,,,52.4974062,13.4538746,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00090,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Coffeebar,,,,,,,,52.4553114,13.5246833,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00091,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Marabu Bar,23 Oppelner Straße,Berlin,,10997,+49 30 53060252,http://www.marabu-bar.de/,,52.4974322,13.4382671,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00092,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Vogue Hookah Bar,,,,,,,,50.1139043,8.6840919,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00093,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
Pardi Restaurant Bar,24 Volkartstraße,München,,80634,+49 89 131850,https://pardi-restaurant.de/,,48.1556503,11.5348319,2026-05-24T23:20:44.765774+00:00,approved,active,Germany,community,osm_venues_de_v4,de_00094,de_venues_batch_v4,2026-05-24T23:20:44.765774+00:00,osm_import_terminal_v4,{},venue
