venue_name,address,city,state,zip_code,phone,website,sports_supported,latitude,longitude,approved_at,photo_review_status,admin_status,country,origin_type,community_source,community_source_id,community_seed_batch,community_seeded_at,community_curated_by,community_provenance,place_type
La Barca,120 General Espejo,Mendoza,,,54 0261 4233367,,,-32.8893442,-68.8408806,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00013,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Francesco Barbera Ristorante,1124 Chile,,,,+54 0261 4253912,http://www.francescoristorante.com.ar/,,-32.8876568,-68.8454109,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00014,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Tacobar,406 Avenida Bartolomé Mitre,Mendoza,,,,,,-32.8876758,-68.8441395,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00015,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Bar Banana Rana,80 Bruno Morón,Mendoza,,,54 261 4295993,,,-32.8992317,-68.840606,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00016,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Beirut Cafe & Bar,,,,,,,,-32.8932446,-68.8384021,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00017,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Queens Bar,,,,,,,,-32.9457546,-60.6493964,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00018,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Bar Conde,,,,,,,,-34.5777767,-58.4495217,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00019,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Bar Británico,399 Brasil,Ciudad Autónoma de Buenos Aires,,,,,,-34.6252644,-58.3709659,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00020,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Il Barista,,,,,,,,-34.606665,-58.375142,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00021,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Bar Dorrego,1098 Defensa,Ciudad Autónoma de Buenos Aires,,,,,,-34.620613,-58.371309,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00022,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Bar CEICIN,,,,,,,,-31.4355706,-64.1939457,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00023,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Olazabar,,,,,+54 11 4787-5490,,,-34.5554173,-58.4500368,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00024,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Diseño Bar,5921 Avenida Del Libertador,Ciudad Autónoma de Buenos Aires,,,,,,-34.5572788,-58.4469172,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00025,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Open Bar,,,,,,,,-34.5407604,-58.474096,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00026,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Bar,,,,,,,,-34.6004369,-58.4204773,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00027,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Open Bar,,,,,,,,-34.5409386,-58.4745906,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00028,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Barra Chalaca,,,,,,,,-34.552911,-58.45264,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00029,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Barbaro,,,,,,,,-34.5978613,-58.3732264,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00030,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Bar - Café - Minutas,502 Juan Ramírez de Velasco,Ciudad Autónoma de Buenos Aires,,1414,,,,-34.5983127,-58.4365953,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00031,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Dark Bar,,,,,,,,-34.6090476,-58.3793581,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00032,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Almacén Bar y Picadas,,,,,,,,-34.6239178,-58.3898859,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00033,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
La Barraca,,,,,,,,-38.0070513,-57.5866302,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00034,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Zoom Resto-Bar,,,,,,,,-34.6160583,-58.3710314,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00035,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
La Barrica,,,,,,,,-32.9003321,-68.8005731,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00036,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Bar Seddon,695 Defensa,Ciudad Autónoma de Buenos Aires,,,,,,-34.6159225,-58.3718043,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00037,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Bar Berlin,,,,,,,,-32.9411331,-60.6374851,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00038,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Tucson Steak House & Bar,,,,,,,,-32.9159487,-68.8231308,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00039,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Cafe Sportman,,,,,,,,-32.9084859,-68.8599641,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00040,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Lomos Papito Barloa,300 Avenida General San Martín,Las Heras,,,,,,-32.8632234,-68.8323484,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00041,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Pichin Bar,802 Avenida de Mayo,Ciudad Autónoma de Buenos Aires,,C1084AAQ,,,,-34.6089535,-58.377938,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00042,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Bar de Cao,2400 Avenida Independencia,Ciudad Autónoma de Buenos Aires,,C1225AAS,,,,-34.6186862,-58.3999166,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00043,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Bar Sur,299 Estados Unidos,Ciudad Autónoma de Buenos Aires,,,,https://www.bar-sur.com.ar/h/index.html,,-34.6183462,-58.3700905,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00044,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Bar Los Laureles,2290 Avenida General Iriarte,Ciudad Autónoma de Buenos Aires,,,+54 11 4303-3393,,,-34.6495516,-58.3794547,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00045,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Achtung Bar,523 Estados Unidos,Ciudad Autónoma de Buenos Aires,,,,,,-34.6184473,-58.3733294,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00046,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
La Barcelonesa,1401 Billinghurst,Ciudad Autónoma de Buenos Aires,,,,,,-34.5936309,-58.4126233,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00047,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
La Josefina Parrilla Resto Bar,,,,,,,,-34.5804068,-58.4145411,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00048,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Jerome Brew Pub Express Córdoba,545 Avenida Marcelo T. de Alvear,Córdoba,,5000,+54-351-(15)518-0354,,,-31.4213376,-64.1908733,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00049,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Cafe Bar,Avenida Paseo Colón,Ciudad Autónoma de Buenos Aires,,,,,,-34.6219097,-58.368476,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00050,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Sports n' Rock Bar,936 Reconquista,Ciudad Autónoma de Buenos Aires,,1058,,,,-34.5969277,-58.373184,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00051,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Barra III,3000 Avenida Colón,Mar del Plata,,7600,,,,-38.0016892,-57.5541713,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00052,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
HEISENBERG – BAR & LAB,1028 Boulevard Chacabuco,Córdoba,,X5000,03517318038,https://heisenbergbar.ar/,,-31.429339,-64.1853648,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00053,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
GioBar,1288 Chile,,,,,,,-32.8875183,-68.8453717,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00054,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Post Street Bar,1885 Thames,Ciudad Autónoma de Buenos Aires,,,,,,-34.5862315,-58.4281608,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00055,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Valentino Bar,Marcelo T. de Alvear,Ciudad Autónoma de Buenos Aires,,,,,,-34.5966787,-58.3802088,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00056,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
The Temple Bar,Marcelo T. de Alvear,Ciudad Autónoma de Buenos Aires,,,,,,-34.5965196,-58.3805144,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00057,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Bar Bulldog,846 Avenida Alicia Moreau de Justo,Ciudad Autónoma de Buenos Aires,,C1107AAV,,https://www.facebook.com/bulldogbargrill/,,-34.6075794,-58.3663104,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00058,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Kraken Bar,970 Avenida Alicia Moreau de Justo,Ciudad Autónoma de Buenos Aires,,C1107,,https://www.facebook.com/KrakenBarOficial/about/,,-34.6088397,-58.3662472,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00059,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Puente Gran Bar,876 Avenida Alicia Moreau de Justo,Ciudad Autónoma de Buenos Aires,,C1107AAV,,https://www.facebook.com/puentegrandbar/,,-34.6079186,-58.3662954,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00060,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Bar Setenta y Siete,671 Estados Unidos,Ciudad Autónoma de Buenos Aires,,,,http://www.barsetentaysiete.com/,,-34.6184679,-58.3753849,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00061,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
La Barrera 1980,Soler,Ciudad Autónoma de Buenos Aires,,,,https://www.labarrera1980.com.ar,,-34.5807214,-58.4325868,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00062,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
En Borges Bar,,,,,,,,-34.5887523,-58.4297384,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00063,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Irish Pub Sullivan's,El Salvador,,,,,,,-34.5878889,-58.4291719,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00064,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Barbieca,,,,,,,,-34.6255844,-58.3724797,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00065,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
The Temple Bar,4677 Costa Rica,Ciudad Autónoma de Buenos Aires,,,+54 11 4831-5430,,,-34.5881232,-58.4267961,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00066,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Esquina Taki Bar,3003 Avenida García del Río,Ciudad Autónoma de Buenos Aires,,C1429,,,,-34.5495216,-58.47546,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00067,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Terminal Krakovia Bar,,,,,,,,-34.6236428,-58.4306028,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00068,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Bar Flux,Marcelo T. de Alvear,Ciudad Autónoma de Buenos Aires,,,,,,-34.5968059,-58.3810813,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00069,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Cervecería Antares - Bar de la Fábrica,7749 12 de Octubre,Mar del Plata,,7600,,http://www.cervezaantares.com/,,-38.0135714,-57.5852761,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00070,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Oh Madrid Bar,Remedios de Escalada,,,,,,,-32.8821023,-68.8367823,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00071,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
People Bar,451 Arístides Villanueva,,,,54 0261 4298686; 4291112,,,-32.8917437,-68.8572204,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00072,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Anush Resto Bar,1646 Avenida Leandro N. Alem,Córdoba,,5000,+54 351 4734251,,,-31.3855472,-64.1590844,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00073,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Pepper RestoBar,2201 Bulnes,Ciudad Autónoma de Buenos Aires,,,,,,-34.5864447,-58.4103792,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00074,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Clark's Irish Pub,,,,,,,,-31.4264675,-64.1846828,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00075,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Bar BQ,,,,,,,,-34.5817449,-58.4373749,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00076,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Rio Cafe Bar,901 Aníbal Troilo,Ciudad Autónoma de Buenos Aires,,,,,,-34.6038471,-58.4320517,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00077,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Bar El Faro,4099 Avenida de los Constituyentes,,,,,,,-34.5848308,-58.4885138,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00078,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Snackbar,,,,,,,,-34.6316957,-58.3987651,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00079,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Restobar Upar,1751 3 de Febrero,Rosario,,2000,+54 341 421-4357,http://www.upar.com.ar/,,-32.9512927,-60.6488452,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00080,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Bartola,,,,,,,,-34.5878587,-58.4271796,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00081,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Budabar,,,,,,,,-34.5881872,-58.4266808,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00082,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Bar Sheldon,Honduras,Ciudad Autónoma de Buenos Aires,,,,,,-34.5889622,-58.4295532,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00083,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Bar 1890,100 Las Flores,Wilde,,1875,+54 11 4207-1073,,,-34.7030109,-58.3164543,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00084,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
CLUB- BAR DE VILLA ESQUIU,,,,,,,,-31.3677139,-64.109191,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00085,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Monzú Pizzeria Bar,3975 José Antonio Cabrera,Ciudad Autónoma de Buenos Aires,,,,,,-34.5962663,-58.4227273,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00086,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Sunderland Bar,2010 Avenida Manuel Belgrano,Rosario,,2000,+54 341 482-3663,,,-32.9646314,-60.6218212,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00087,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Valentinas resto bar,,,,,,,,-31.371928,-64.230442,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00088,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Bar Sorocabana,,,,,+543514227872,,,-31.4175452,-64.1832646,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00089,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Ebro: Restaurant Bar,390 Avenida Entre Ríos,Ciudad Autónoma de Buenos Aires,,C1079ABQ,011 4372 7574,,,-34.6136649,-58.3914915,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00090,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
Torbellinos Pub,1451 Rioja,,,,,,,-32.8854125,-68.8353426,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00091,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
La Barra,Avenida 44 - Presidente Arturo Umberto Illia,,,,,,,-34.5680377,-58.5164799,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00092,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
D'Sastre Resto Bar,308 Arístides Villanueva,,,,,,,-32.8924073,-68.8551071,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00093,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
William Brown - Irish Pub,303 Arístides Villanueva,Mendoza,,,+54 0261 4200693,,,-32.8921706,-68.8548521,2026-05-25T00:11:57.816491+00:00,approved,active,Argentina,community,osm_venues_ar_v4,ar_00094,ar_venues_batch_v4,2026-05-25T00:11:57.816491+00:00,osm_import_terminal_v4,{},venue
