venue_name,address,city,state,zip_code,phone,website,sports_supported,latitude,longitude,approved_at,photo_review_status,admin_status,country,origin_type,community_source,community_source_id,community_seed_batch,community_seeded_at,community_curated_by,community_provenance,place_type
Tubarão,,,,,,,,41.1853557,-8.6962331,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00011,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Café snack bar Nosso Lar,97 Rua Augusto Luso,,,,,,,41.1569861,-8.6228546,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00012,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Confeitaria Monte Branco - Pastelaria Cafetaria Snack-Bar,790 Rua Soares dos Reis,,,,+351 223 759 685,https://confeitariamontebranco.com/,,41.1159059,-8.6072184,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00013,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Davilina - Snack-bar,,,,,,,,41.1265495,-8.6058553,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00014,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Café Casbar,,,,,,,,41.123595,-8.6034847,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00015,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Café Veneza - Restaurante Snack-Bar,5 Praceta 25 de Abril,Vila Nova de Gaia,,,+351 223 793 309,,,41.1293835,-8.6056206,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00016,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Os Rocha's da Barca,83 Rua Rodrigo da Fonseca,Lisboa,,1250-037,,,,38.7237084,-9.1540793,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00017,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Café Snack-Bar Bonança,,,,,,,,38.7050966,-9.1939725,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00018,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Snak-Bar o Anexo,,,,,,,,38.7049177,-9.1935693,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00019,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Feitoria Restaurante & Wine Bar,,,,,,,,38.6930572,-9.2107097,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00020,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Bar Quinta da Caverneira,,,,,,,,41.202198,-8.5766742,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00021,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Bar da CCDRN,,,,,,,,41.1515572,-8.6316799,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00022,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Café Snack-Bar Carruagem,,,,,,,,41.2171349,-8.5535139,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00023,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Snack-Bar Maria Delícia,,,,,,,,38.7419108,-9.1289466,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00024,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Café Mini Bar,Rua Alves Torgo,,,,,,,38.7315313,-9.1363548,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00025,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Café Novo Barão II,,,,,+351 223 719 723,,,41.1251804,-8.617897,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00026,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
A Sport,,,,,,,,41.1810919,-8.5837628,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00027,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Maria Matos Café-Bar,,,,,,,,38.7459484,-9.1386559,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00028,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Snob bar,,,,,,https://www.snobarestaurante.com/,,38.7151655,-9.1475724,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00029,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Black Sheep Main Bar,62 Praça das Flores,,,1200-192,,,,38.7151561,-9.1510294,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00030,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Bar da Universidade Europeia,,,,,,,,38.7601969,-9.194068,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00031,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Pastelaria Quinta dos Barros,Rua Tomás da Fonseca,Lisbon,,1600,,,,38.7560447,-9.1702209,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00032,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Barbedo's,Rua João de Deus,,,4400,,,,41.1264419,-8.6062448,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00033,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Barbedo's,,,,,,,,41.1266167,-8.6064212,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00034,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Residence Bar,,,,,,,,38.733364,-9.162008,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00035,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Ryan's Irish Pub,,,,,,,,41.1415304,-8.6139153,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00036,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Solar do Pátio - Restaurante Bar,,,,,,,,41.1419839,-8.6141075,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00037,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Bar do Falcão,,,,,,,,41.1408664,-8.6128816,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00038,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Tropical - Café Snack-Bar Restaurante,132 Praça da Batalha,Porto,,,,,,41.1457739,-8.6073945,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00039,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Ribeira Restaurante Bar,42 Rua de Cima do Muro,Porto,,,+351 223 284 427; +351 914 874 250,,,41.1406253,-8.6120689,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00040,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Sports & Friends,Av. Pedra Verde,,,4465,,,,41.1976255,-8.6166204,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00041,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Bar 177,R. Silva Brinco,,,4465,,,,41.1863831,-8.6130906,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00042,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Delhi Darbar | Indian Restaurant,83 Avenida de Roma,Lisboa,,1700-344,,,,38.7510582,-9.1431642,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00043,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Barracão de Alfama (Casa de Fado),,,,,,,,38.7111216,-9.1285198,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00044,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
bar,,,,,,,,38.7489003,-9.1544286,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00045,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Italian Republique,45B Rua Tomás da Anunciação,Campo de Ourique,,1350-322,930467662,,,38.717517,-9.1657181,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00046,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Good Table Barbecue,,,,,,,,38.6812824,-9.1544785,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00047,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Pastelaria Barrosã,,,,,,,,38.73856,-9.1411719,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00048,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Snack Bar Gazela,161 Avenida Elias Garcia,Lisboa,,,+351 217968741,,,38.7384137,-9.1511233,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00049,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
"Associação Recreativa e Desportiva ""Os Leões de Tardariz""",Rua da Portela,Gondomar,,4510-398,,,,41.1446128,-8.5089712,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00050,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
The Corner Irish Pub Lisbon,7 - 9 Travessa da Queimada,Lisboa,,1200-285,,https://www.pubthecorner.com/,,38.7129911,-9.1437983,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00051,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
agua pela barba,29 Rua do Almada,,,,+351 213 461376,,,38.7100212,-9.1467084,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00052,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Twiggy Piano Bar,,,,,,,,41.152029,-8.6074601,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00053,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Locarno - Café Snack-Bar,135 Rua de Guedes de Azevedo,,,,,,,41.1521975,-8.606764,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00054,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Irish & Co.,Edifício Topo Nascente,Lisboa,,1350-353,+351 213 959 885,https://irishco.pt/,,38.700401,-9.176712,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00055,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Excepto Bar,Loja 4 Centro Cívico de Carnaxide,Carnaxide,,2790-488,,,,38.726482,-9.2406232,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00056,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Wine Bar do Castelo,13 Rua Bartolomeu de Gusmão,,,,+351 218 879093,,,38.711853,-9.1329201,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00057,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Expresso Bar,Praça Marechal Humberto Delgado,Lisboa,,1500-423,,,,38.7415885,-9.1657281,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00058,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Cockpit Bar,18C Avenida Sacadura Cabral,Lisboa,,,+351 21 796 7856,http://www.cockpit-bar.com/,,38.744705,-9.141105,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00059,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Bar do Cais,,,,,,,,38.7071869,-9.1438143,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00060,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
The Couch Sports Bar,21A Rua do Alecrim,Lisboa,,,+351 938 362 841,https://www.thecouch.pt/,,38.7073915,-9.1435269,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00061,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Bar Number Two,,,,,,,,38.7050842,-9.159329,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00062,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Marisqueira das Barrocas,57,"Almada, Cova da Piedade, Pragal e Cacilhas",,,,,,38.6664536,-9.1564713,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00063,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Estrela das Barrocas,,,,,,,,38.665641,-9.1559563,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00064,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Bar D'Nos,,,,,,,,38.6772342,-9.1646854,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00065,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Meow Bar,836 Rua do Bonjardim,,,,,,,41.154871,-8.6075727,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00066,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Baraa Kitchen,387 Estrada de Benfica,Lisboa,,1500-076,+351 217 741 757,,,38.7450491,-9.1807448,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00067,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Simplesmente Pizza Bar,108 Rua da Atalaia,,,,,,,38.7125161,-9.144945,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00068,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Barca d' Alva,,,,,,,,38.6817431,-9.1595434,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00069,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Bar Lis,16 Praça de São Paulo,,,,,,,38.7077027,-9.1443723,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00070,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Pherrugem Bar,83 Rua das Oliveiras,Porto,,4050-448,+351 919 505696,,,41.1498188,-8.6149068,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00071,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Bar do ICS,9 Avenida Professor Aníbal Bettencourt,,,,,,,38.7494084,-9.1526238,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00072,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Restaurante Snack-Bar Madureira's,Avenida Rodrigues de Freitas,Porto,,,,,,41.145959,-8.596312,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00073,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Beijo Bar,Avenida da Liberdade,Leça da Palmeira,,4450-718,,,,41.19561,-8.709182,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00074,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
"Snack-Bar ""Passatempo""",5 Rua da Liberdade,Charneca de Caparica e Sobreda,,,,,,38.6500144,-9.1895406,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00075,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Bar x,,,,,,,,41.1805856,-8.6074716,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00076,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Bar 2,,,,,,,,41.1804887,-8.6080724,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00077,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Bar Y,,,,,,,,41.1802101,-8.6057711,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00078,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Malagueta Bar and Food,26;26A Costa do Castelo,Lisboa,,,,,,38.7121534,-9.1344807,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00079,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Escola Bar,5 Rua Torcato José Clavine,,,,,,,38.6758608,-9.16614,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00080,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
BDO - Bifanas Bar,33 Rua de São Paulo,Lisboa,,1200-426,,,,38.7074644,-9.143669,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00081,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Muralha da Barca,22 Rua de Cima do Muro,Porto,,4050-199,+351 222051746,,,41.1407749,-8.6115684,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00082,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Tupi - Pastelaria Snack-Bar,144 Rua de Sá da Bandeira,Porto,,,+351 222 057 574,https://pastelariatupi.wordpress.com/,,41.1472047,-8.6086487,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00083,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Decibelz Bar,,,,,,,,38.7075566,-9.156022,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00084,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Marulho- Bar & Tapas,94 Rua de Carlos Carvalho,Matosinhos,,4450-094,,,,41.1779383,-8.6914475,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00085,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Restaurante Rosa & Cocktail Bar,Rua de Rosa,,,,,,,38.7121359,-9.1452847,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00086,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Duque Brewpub,51 Calçada do Duque,,,1200-156,,https://www.duquebrewpub.com/,,38.7131412,-9.142505,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00087,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Ice Berg Bar,Avenida da Beira Mar,,,,,,,41.1231165,-8.6660619,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00088,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Café Bar BA,,,,,,https://www.bahr.pt/,,38.7102299,-9.1433068,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00089,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
African Bar,124 Rua dos Mercadores,,,,,,,41.1420947,-8.6133125,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00090,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Bar Social Cohaemato,,,,,,,,41.1994261,-8.698466,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00091,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Cafetaria Snack Bar Ice,,,,,,,,38.6980136,-9.1954001,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00092,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Rosana Bar Académico,,,,,,,,38.6592269,-9.1988896,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00093,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
BAR,,,,,,,,41.1464313,-8.6032913,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00094,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Rabelos 370 Restaurante Bar,68 Avenida de Diogo Leite,,,4400-111,+351 223 755 864,,,41.1373495,-8.6141791,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00095,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
Hudi Surf Bar,"Rua Santa Catarina, 176, Largo do Castelo",,,,,,,41.1882815,-8.7017943,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00096,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
All Saints Bar,9c Largo de Santos,,,1200,,,,38.7075969,-9.1543562,2026-05-24T23:21:10.003790+00:00,approved,active,Portugal,community,osm_venues_pt_v4,pt_00097,pt_venues_batch_v4,2026-05-24T23:21:10.003790+00:00,osm_import_terminal_v4,{},venue
