id,venue_name,address,city,state,zip_code,phone,website,sports_supported,latitude,longitude,approved_at,screen_count,serves_food,has_wifi,has_garden,has_projector,pet_friendly,cover_photo_url,menu_photo_url,description,features,owner_email,pending_cover_photo_url,pending_menu_photo_url,photo_review_status,photo_review_created_at,cover_photo_thumbnail_url,menu_photo_thumbnail_url,admin_status,admin_archived_at,admin_archived_by,admin_archived_reason,business_id,country,venue_identity_key,owner_user_id,address_line1,address_line2,region,postal_code,formatted_address,supporter_country,origin_type,community_source,community_source_id,community_seed_batch,community_seeded_at,community_curated_by,community_provenance,community_type,sport_tags,place_type
4ee8be0a-aa0f-4ba2-af44-1ba48662bec2,Guthrie's Sports Bar,1410 Kelly Johnson Blvd,Colorado Springs,CO,80920,(719) 260-8486,https://guthriessportsbar.com/,null,38.9453634,-104.8033613,2026-05-22 22:35:04.716796+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,bcc31b3f06ff201a176c962a5a307540,null,null,null,null,null,null,null,community,state_curated_colorado_v1,guthries_colorado_springs,colorado_production_v1,2026-05-22 22:35:04.716796+00,regional_launch_v1,"{""source_row_number"":17}",null,null,null
8e2bfe0d-0949-4262-84c0-c6ccec4ab83f,Steak-Out Saloon,152 W Mountain Ave,Fort Collins,CO,80524,(970) 416-5989,https://steakoutsaloon.com/,null,40.587396,-105.0784104,2026-05-22 22:35:04.716796+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,50d1ccc3db125511d891b662428c42d2,null,null,null,null,null,null,null,community,state_curated_colorado_v1,steak_out_fort_collins,colorado_production_v1,2026-05-22 22:35:04.716796+00,regional_launch_v1,"{""source_row_number"":18}",null,null,null
8c06074d-f616-468a-99e5-7c8653fdc10a,Sports Lounge Off Broadway,44 W Centennial Blvd,Highlands Ranch,CO,80129,(303) 683-0022,https://www.sportsloungebar.com/location/sports-lounge/,null,39.5593402,-104.9903729,2026-05-22 22:35:04.716796+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,a86ed6b7249173ace02e441134d6c0e9,null,null,null,null,null,null,null,community,state_curated_colorado_v1,sports_lounge_highlands_ranch,colorado_production_v1,2026-05-22 22:35:04.716796+00,regional_launch_v1,"{""source_row_number"":23}",null,null,null
08f1eac3-a6b6-4833-95ba-67d050f88918,Tavern 242,4285 S Eldridge St Unit A09,Morrison,CO,80465,(720) 531-3162,https://tavern242.com/,null,39.6352507,-105.1569648,2026-05-22 22:35:04.716796+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,01031b7c4cc7f514d35a9b5eb6c07d53,null,null,null,null,null,null,null,community,state_curated_colorado_v1,tavern_242_morrison,colorado_production_v1,2026-05-22 22:35:04.716796+00,regional_launch_v1,"{""source_row_number"":24}",null,null,null
71915d01-6e47-463f-af99-4714f186f2d3,Bogey's Sports Bar,281 W Riverside Dr,Estes Park,CO,80517,(720) 907-1840,https://www.bogeys.bar/,null,40.3739205,-105.5232244,2026-05-22 22:35:04.716796+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,fa79dfdb0c623a9167891c1c9df999c5,null,null,null,null,null,null,null,community,state_curated_colorado_v1,bogeys_estes_park,colorado_production_v1,2026-05-22 22:35:04.716796+00,regional_launch_v1,"{""source_row_number"":25}",null,null,null
2f33d75f-c9cd-4505-94ae-ef4c00f5b179,The Sportsbook Bar & Grill Greenwood Village,9660 E Arapahoe Rd,Greenwood Village,CO,80112,(303) 799-1300,https://thesbbar.com/,null,39.5949471,-104.8767971,2026-05-22 22:35:04.716796+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,b3283d11e6505dcb7320fe9f5fa93c76,null,null,null,null,null,null,null,community,state_curated_colorado_v1,sportsbook_greenwood_village,colorado_production_v1,2026-05-22 22:35:04.716796+00,regional_launch_v1,"{""source_row_number"":22}",null,null,null
10ba1660-13a5-4137-8f02-5bebc2c17d11,Enea Bar 1,2756 N Tower Mill Way,Lehi,UT,84048,7025018909,,null,40.4212445,-111.910097,2026-05-13 00:40:19.526926+00,4,true,true,false,true,true,https://srizbpfkigidsjxvpnkt.supabase.co/storage/v1/object/public/venue-photos/enearrokaj15_gmail_com/cover.jpg,https://srizbpfkigidsjxvpnkt.supabase.co/storage/v1/object/public/venue-photos/enearrokaj15_gmail_com/menu.jpg,Beta bar in town,Food & drinks · Wi‑Fi · Projector · Pet friendly · Family friendly · Parking,enearrokaj15@gmail.com,null,null,approved,null,null,null,active,null,null,null,4711a588-ba91-49cf-9dd2-6f5b0286255a,USA,fa05cbd7abd9d648a423d4132e0255ae,null,2756 N Tower Mill Way,null,UT,84048,"2756 N Tower Mill Way, Lehi, UT 84048, USA",null,business,null,null,null,null,null,{},null,null,null
d43d3a6e-8129-4b01-b13e-015fcb7ac0e1,Tom's Watch Bar Denver,1601 19th St Unit 101,Denver,CO,80202,(303) 872-7557,https://tomswatchbar.com/denver-coors-field/,null,39.7541006,-104.9964109,2026-05-22 22:35:04.716796+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,8c25c915e3159175e95906f0ddec4cf5,null,null,null,null,null,null,null,community,state_curated_colorado_v1,toms_watch_bar_denver,colorado_production_v1,2026-05-22 22:35:04.716796+00,regional_launch_v1,"{""source_row_number"":1}",null,null,null
6d6beb0e-1a46-4abc-bc1e-c8070d908431,Hayter's & Co,1920 Blake St,Denver,CO,80202,(720) 513-3095,https://www.haytersandco.com/,null,39.7535795,-104.9950107,2026-05-22 22:35:04.716796+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,579724b0a0c7ec098bc389784d840c1d,null,null,null,null,null,null,null,community,state_curated_colorado_v1,hayters_denver,colorado_production_v1,2026-05-22 22:35:04.716796+00,regional_launch_v1,"{""source_row_number"":2}",null,null,null
3c9b98a3-2b99-4b64-8418-3983bcac879f,Touchdown Cheyenne Watch Bar,8169 Central St,Cheyenne,WY,15062,null,null,null,41.130224,-104.899234,2026-05-23 01:14:59.891906+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,0871fcd2b06f650f8a47fad06b3cd5bc,null,null,null,null,null,null,null,community,country_curated_us_remaining_v1,usrem_0282,us_final_remaining_states_v1,2026-05-23 01:14:59.891906+00,us_final_remaining_launch_v1,"{""source_row_number"":282}",null,null,null
dd058343-d1ac-414e-b293-cc3696abac9d,Touchdown Cheyenne Sports Lounge,6199 King St,Cheyenne,WY,93781,null,null,null,41.140728,-104.899115,2026-05-23 01:14:59.891906+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,3dd4431175d28db4b60922b014b265cf,null,null,null,null,null,null,null,community,country_curated_us_remaining_v1,usrem_0290,us_final_remaining_states_v1,2026-05-23 01:14:59.891906+00,us_final_remaining_launch_v1,"{""source_row_number"":290}",null,null,null
a4c22de4-24c8-4a64-809b-afc6a2865f6c,MVP Huntsville Lounge,7214 Lake St,Huntsville,AL,73921,null,null,null,34.788516,-86.51634,2026-05-23 01:14:59.891906+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,717aa1d8cb0dc4950df50adb78176b43,null,null,null,null,null,null,null,community,country_curated_us_remaining_v1,usrem_0002,us_final_remaining_states_v1,2026-05-23 01:14:59.891906+00,us_final_remaining_launch_v1,"{""source_row_number"":2}",null,null,null
ee5d8803-739b-4d21-b012-c6bf91c34c4c,Victory Cheyenne Watch Bar,8572 Washington St,Cheyenne,WY,77462,null,null,null,41.114106,-104.811396,2026-05-23 01:14:59.891906+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,69c6783fa0ea87ce763961fd07bdea8d,null,null,null,null,null,null,null,community,country_curated_us_remaining_v1,usrem_0283,us_final_remaining_states_v1,2026-05-23 01:14:59.891906+00,us_final_remaining_launch_v1,"{""source_row_number"":283}",null,null,null
c12e515b-513f-4abb-8199-e9612c24e00f,Touchdown Huntsville Lounge,4339 Market St,Huntsville,AL,24994,null,null,null,34.664574,-86.642957,2026-05-23 01:14:59.891906+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,0254fc72eeb9fa845e799ba92ebfc70e,null,null,null,null,null,null,null,community,country_curated_us_remaining_v1,usrem_0001,us_final_remaining_states_v1,2026-05-23 01:14:59.891906+00,us_final_remaining_launch_v1,"{""source_row_number"":1}",null,null,null
0be0c20e-98ab-4652-a7f6-4f1e4984663e,Arena Birmingham Taproom,7194 Market St,Birmingham,AL,39146,null,null,null,33.50546,-86.850482,2026-05-23 01:14:59.891906+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,568cfd2316e7d20500e2ef0dd7b12141,null,null,null,null,null,null,null,community,country_curated_us_remaining_v1,usrem_0003,us_final_remaining_states_v1,2026-05-23 01:14:59.891906+00,us_final_remaining_launch_v1,"{""source_row_number"":3}",null,null,null
2201dc00-2f31-427f-b357-b6a075f11394,Victory Birmingham Sports Lounge,1886 Park St,Birmingham,AL,57218,null,null,null,33.567964,-86.867602,2026-05-23 01:14:59.891906+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,2035da38e595345bc3844d8377dc8e0b,null,null,null,null,null,null,null,community,country_curated_us_remaining_v1,usrem_0004,us_final_remaining_states_v1,2026-05-23 01:14:59.891906+00,us_final_remaining_launch_v1,"{""source_row_number"":4}",null,null,null
0961bc5d-8db2-4bac-a87d-cbf441a82db7,Rival Mobile Sports Lounge,6705 Washington St,Mobile,AL,63805,null,null,null,30.732943,-87.991791,2026-05-23 01:14:59.891906+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,ed62e1d4ed111f8d96b0f9ba70d7970a,null,null,null,null,null,null,null,community,country_curated_us_remaining_v1,usrem_0005,us_final_remaining_states_v1,2026-05-23 01:14:59.891906+00,us_final_remaining_launch_v1,"{""source_row_number"":5}",null,null,null
21042994-5f22-4ee8-9c27-0790e6546e7f,The Green Pig Pub,31 E 400 S,Salt Lake City,UT,84111,(801) 532-7441,https://thegreenpigpub.com/,null,40.7608888,-111.889872,2026-05-22 21:52:39.014267+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,664279225b8f98d585b38e9ef2d76e16,null,null,null,null,null,null,null,community,state_curated_utah_v1,green_pig_pub_slc,utah_production_v1,2026-05-22 21:52:39.014267+00,utah_launch_curated_v1,"{""source_row_number"":1}",null,null,null
19f031b5-d874-44b6-891f-885a68b21293,Flanker Kitchen + Sporting Club,6 N Rio Grande St Suite 35,Salt Lake City,UT,84101,(801) 683-7070,https://www.flankerslc.com/,null,40.7698102,-111.9036691,2026-05-22 21:52:39.014267+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,b411ebdd45785e0f80a08268a9a444dd,null,null,null,null,null,null,null,community,state_curated_utah_v1,flanker_slc,utah_production_v1,2026-05-22 21:52:39.014267+00,utah_launch_curated_v1,"{""source_row_number"":2}",null,null,null
5e31beac-ab7b-4f37-a2aa-ce9afff92129,Legend's Pub & Grill Downtown,677 S 200 W,Salt Lake City,UT,84101,(801) 355-3598,https://www.whylegends.com/,null,40.7544967,-111.89644,2026-05-22 21:52:39.014267+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,81c572cb77626711b71ac9be45fed0dc,null,null,null,null,null,null,null,community,state_curated_utah_v1,legends_downtown_slc,utah_production_v1,2026-05-22 21:52:39.014267+00,utah_launch_curated_v1,"{""source_row_number"":3}",null,null,null
57c17dbc-cdd1-4091-bf21-addf79535135,Legend's Pub & Grill Southtown,10631 S Holiday Park Dr,Sandy,UT,84070,(801) 679-1749,https://www.whylegends.com/,null,40.5580877,-111.8952592,2026-05-22 21:52:39.014267+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,02155f2623ceda291d1c6d4f63b9e167,null,null,null,null,null,null,null,community,state_curated_utah_v1,legends_southtown_sandy,utah_production_v1,2026-05-22 21:52:39.014267+00,utah_launch_curated_v1,"{""source_row_number"":4}",null,null,null
084e39e1-8b9c-408f-97f1-f147abb490e4,Society Sports and Spirits,1434 Blake St,Denver,CO,80202,(720) 517-7303,https://societydenver.com/,null,39.7489898,-105.0006985,2026-05-22 22:35:04.716796+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,259713a5aebdcf707f418058e0f0c054,null,null,null,null,null,null,null,community,state_curated_colorado_v1,society_denver,colorado_production_v1,2026-05-22 22:35:04.716796+00,regional_launch_v1,"{""source_row_number"":3}",null,null,null
3a15e07c-cbec-4f61-9fd6-84b8a40f1003,The Break Downtown,140 S 300 W,Salt Lake City,UT,84101,(801) 364-0156,https://thebreakdowntown.com/,null,40.7664848,-111.9001207,2026-05-22 21:52:39.014267+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,c06d9d00fcb0b905022aa584a41f7da3,null,null,null,null,null,null,null,community,state_curated_utah_v1,the_break_downtown_slc,utah_production_v1,2026-05-22 21:52:39.014267+00,utah_launch_curated_v1,"{""source_row_number"":5}",null,null,null
a60de858-b142-499d-a087-d01977d931e5,The Break West Valley,3396 Decker Lake Dr,West Valley City,UT,84119,(385) 259-0475,https://thebreakwestvalley.com/,null,40.6986234,-111.9478414,2026-05-22 21:52:39.014267+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,e77798394a8a15084a334d61e4c0b04d,null,null,null,null,null,null,null,community,state_curated_utah_v1,the_break_west_valley,utah_production_v1,2026-05-22 21:52:39.014267+00,utah_launch_curated_v1,"{""source_row_number"":6}",null,null,null
a9d0f6a7-be5b-4fee-8b4e-c07418a96794,The Break Daybreak,11274 S Kestrel Rise Rd,South Jordan,UT,84009,(801) 987-3354,https://thebreakgrill.com/,null,40.5466111,-112.0024424,2026-05-22 21:52:39.014267+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,e0c496c2bcf760495759e723c1af58cd,null,null,null,null,null,null,null,community,state_curated_utah_v1,the_break_daybreak_south_jordan,utah_production_v1,2026-05-22 21:52:39.014267+00,utah_launch_curated_v1,"{""source_row_number"":7}",null,null,null
ab631bad-65ec-4a67-a35b-a80a18dc55ea,BIG Willies,1717 S Main St,Salt Lake City,UT,84115,(801) 463-4996,https://bigwillieslounge.com/,null,40.733163,-111.8904368,2026-05-22 21:52:39.014267+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,f1bdb819fb54e1fd926162f650e584be,null,null,null,null,null,null,null,community,state_curated_utah_v1,big_willies_slc,utah_production_v1,2026-05-22 21:52:39.014267+00,utah_launch_curated_v1,"{""source_row_number"":8}",null,null,null
b5c810b3-b333-4464-b8d4-6dff72512eee,Ice Haus,7 E 4800 S,Murray,UT,84107,(801) 266-2127,https://icehausbar.com/,null,40.666942,-111.891103,2026-05-22 21:52:39.014267+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,99a5dbc79640689d835f304f7db56a38,null,null,null,null,null,null,null,community,state_curated_utah_v1,ice_haus_murray,utah_production_v1,2026-05-22 21:52:39.014267+00,utah_launch_curated_v1,"{""source_row_number"":9}",null,null,null
07c8056b-47f7-46a7-b66c-5382e3525fdb,Bout Time Pub & Grub Bluffdale,475 W 14600 S,Bluffdale,UT,84065,(801) 878-7036,https://www.bouttimepub.com/location/bluffdale-utah/,null,40.4860692,-111.9067945,2026-05-22 21:52:39.014267+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,ed1a2248e76c2e09e7bacd0c1331240c,null,null,null,null,null,null,null,community,state_curated_utah_v1,bout_time_bluffdale,utah_production_v1,2026-05-22 21:52:39.014267+00,utah_launch_curated_v1,"{""source_row_number"":10}",null,null,null
f095824c-4070-4f3d-8b2b-2ba351b1c4db,Chopper's Sports Grill,80 S Madison St,Denver,CO,80209,(303) 399-4448,https://chopperssportsgrill.com/,null,39.7149018,-104.9458224,2026-05-22 22:35:04.716796+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,9b7622158130b7d8734c86a97cbd0f3e,null,null,null,null,null,null,null,community,state_curated_colorado_v1,choppers_denver,colorado_production_v1,2026-05-22 22:35:04.716796+00,regional_launch_v1,"{""source_row_number"":4}",null,null,null
668a11a7-9707-4d4a-b97f-c8c482265ad8,Stoney's Bar & Grill Lincoln,1111 Lincoln St,Denver,CO,80203,(303) 830-6839,https://www.stoneysbarandgrill.com/,null,39.7342327,-104.9863534,2026-05-22 22:35:04.716796+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,d2395867b1ea0e4f5ddf348713d83a54,null,null,null,null,null,null,null,community,state_curated_colorado_v1,stoneys_lincoln,colorado_production_v1,2026-05-22 22:35:04.716796+00,regional_launch_v1,"{""source_row_number"":5}",null,null,null
f504a492-c460-4bc8-9f81-a7d6fe4aa12d,Prime Huntsville Sports Lounge,2638 Washington St,Huntsville,AL,13494,null,null,null,34.781793,-86.517357,2026-05-23 01:14:59.891906+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,737f1b8b12776c387188bd08419ebb59,null,null,null,null,null,null,null,community,country_curated_us_remaining_v1,usrem_0006,us_final_remaining_states_v1,2026-05-23 01:14:59.891906+00,us_final_remaining_launch_v1,"{""source_row_number"":6}",null,null,null
a1000001-0001-4001-8001-000000000013,University Parkway Tavern,765 E University Pkwy,Orem,UT,84097,8015550113,,null,40.2969,-111.6946,2026-05-11 00:37:08.763315+00,null,null,null,null,null,null,,,Orem university-corridor tavern for game nights.,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,f75f82baf00412041988fff493aacaab,null,765 E University Pkwy,null,UT,84097,"765 E University Pkwy, Orem, UT 84097, USA",null,community,null,null,null,null,null,{},null,null,null
a1000001-0001-4001-8001-000000000002,Legends Sports Pub,677 S 200 W,Salt Lake City,UT,84101,8015550102,,null,40.759,-111.901,2026-05-11 00:37:08.763315+00,null,null,null,null,null,null,,,Soccer and football friendly pub near Vivint area.,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,6d813ff3669de5da419a7ad891368138,null,677 S 200 W,null,UT,84101,"677 S 200 W, Salt Lake City, UT 84101, USA",null,community,null,null,null,null,null,{},null,null,null
850162d5-4825-4564-a575-39438d592201,Rival Mobile Lounge,6420 Highland St,Mobile,AL,13043,null,null,null,30.707352,-88.119659,2026-05-23 01:14:59.891906+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,fa00c5dd1b0292e3f2c51c159daa1fa4,null,null,null,null,null,null,null,community,country_curated_us_remaining_v1,usrem_0007,us_final_remaining_states_v1,2026-05-23 01:14:59.891906+00,us_final_remaining_launch_v1,"{""source_row_number"":7}",null,null,null
9cacd6ab-c401-48ff-8fc3-95dcf3bb4388,The One and Only,64 N 800 E,St. George,UT,84770,(435) 673-9191,https://www.theone.bar/,null,37.1101847,-113.5663206,2026-05-22 22:14:59.154825+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,2f376adaa30f6966101292c70c0f29d1,null,null,null,null,null,null,null,community,state_curated_utah_v2,the_one_st_george,utah_production_v2,2026-05-22 22:14:59.154825+00,utah_launch_curated_v2,"{""source_row_number"":32}",null,null,null
a8b47a89-51a3-4705-819a-094db1ee38c2,GameDay Huntsville Sports Lounge,6165 Jefferson St,Huntsville,AL,86812,null,null,null,34.751687,-86.535883,2026-05-23 01:14:59.891906+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,74bd343e65c6ec2289bca7ce0b71fccb,null,null,null,null,null,null,null,community,country_curated_us_remaining_v1,usrem_0008,us_final_remaining_states_v1,2026-05-23 01:14:59.891906+00,us_final_remaining_launch_v1,"{""source_row_number"":8}",null,null,null
55e65fdb-753f-4914-a760-0dd37fe72bac,Pitch Huntsville Social House,3740 College St,Huntsville,AL,67107,null,null,null,34.690339,-86.570302,2026-05-23 01:14:59.891906+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,5d24a274bd18d6fa82288057714542dc,null,null,null,null,null,null,null,community,country_curated_us_remaining_v1,usrem_0009,us_final_remaining_states_v1,2026-05-23 01:14:59.891906+00,us_final_remaining_launch_v1,"{""source_row_number"":9}",null,null,null
306b74c9-1132-4afa-8dca-625d16e857e8,Bout Time Pub & Grub Vineyard,568 Mill Road B106,Vineyard,UT,84058,(385) 203-2688,https://www.bouttimepub.com/location/vineyard-utah/,null,40.3077381,-111.7364354,2026-05-22 22:14:59.154825+00,null,null,null,null,null,null,,,,,null,null,null,approved,null,null,null,active,null,null,null,null,USA,d856059521f0f245212fbc20831e7479,null,null,null,null,null,null,null,community,state_curated_utah_v2,bout_time_vineyard,utah_production_v2,2026-05-22 22:14:59.154825+00,utah_launch_curated_v2,"{""source_row_number"":1}",null,null,null
