import_batch_id,source_row_number,community_source,community_source_id,venue_name,address,city,state,zip_code,country,latitude,longitude,phone,website
indiana_production_v1,29,state_curated_indiana_v1,junk_ditch_brewing_fort_wayne,Junk Ditch Brewing,1825 West Main Street,Fort Wayne,IN,46808,USA,41.0778681,-85.1671773,,
indiana_production_v1,30,state_curated_indiana_v1,bar_louie_granger,Bar Louie,7320 Aspect Drive,Granger,IN,46530,USA,41.7267708,-86.1790725,,https://www.barlouie.com/locations/us/in/granger/granger
indiana_production_v1,31,state_curated_indiana_v1,evil_czech_brewery_mishawaka,Evil Czech Brewery,3703 N. Main Street,Mishawaka,IN,46545,USA,41.6939144,-86.1823986,,https://evilczech.com/
indiana_production_v1,32,state_curated_indiana_v1,buffalo_wild_wings_south_bend,Buffalo Wild Wings,West Ireland Road,South Bend,IN,46614,USA,41.6284605,-86.2543717,,
indiana_production_v1,33,state_curated_indiana_v1,corby_s_irish_pub_south_bend,Corby's Irish Pub,441 East LaSalle Avenue,South Bend,IN,46617,USA,41.6793060,-86.2445822,+1-574-233-5326,http://www.corbysirishpub.com/
indiana_production_v1,34,state_curated_indiana_v1,manny_s_sports_bar_south_bend,Manny's Sports Bar,503 East Colfax Avenue,South Bend,IN,46617,USA,41.6779442,-86.2441936,+15743678869,
indiana_production_v1,35,state_curated_indiana_v1,sidebar_south_bend,Sidebar,201 South Main Street,South Bend,IN,46601,USA,41.6745468,-86.2521614,,https://sidebarsouthbend.com/
indiana_production_v1,36,state_curated_indiana_v1,diamond_lanes_evansville,Diamond Lanes,2400 US 41 North,Evansville,IN,47711,USA,37.9997649,-87.5392705,+1-812-424-4677,
indiana_production_v1,37,state_curated_indiana_v1,high_score_saloon_evansville,High Score Saloon,309 Main Street,Evansville,IN,47708,USA,37.9710380,-87.5716761,,
indiana_production_v1,38,state_curated_indiana_v1,lyle_s_sportsbar_pizza_pub_evansville,Lyle's Sportsbar Pizza & Pub,1404 East Morgan Avenue,Evansville,IN,47711,USA,37.9920637,-87.5378336,,
indiana_production_v1,39,state_curated_indiana_v1,piano_bar_at_cavanaugh_s_evansville,Piano Bar at Cavanaugh's,421 Northwest Riverside Drive,Evansville,IN,47708,USA,37.9722683,-87.5788694,,https://casinos.ballys.com/evansville/piano-bar-at-cavanaughs.htm
indiana_production_v1,40,state_curated_indiana_v1,atomic_bowl_duckpin_indianapolis,Atomic Bowl Duckpin,,Indianapolis,IN,,USA,39.7522161,-86.1394648,,
indiana_production_v1,41,state_curated_indiana_v1,chatterbox_tavern_indianapolis,Chatterbox Tavern,435 Massachusetts Avenue,Indianapolis,IN,,USA,39.7732890,-86.1512230,,
indiana_production_v1,42,state_curated_indiana_v1,dorman_st_ninth_st_tavern_indianapolis,"Dorman St, Ninth St Tavern",903 Dorman Street,Indianapolis,IN,46202,USA,39.7790984,-86.1388228,,
indiana_production_v1,43,state_curated_indiana_v1,dugout_bar_indianapolis,Dugout Bar,,Indianapolis,IN,,USA,39.7581823,-86.1465179,,
indiana_production_v1,44,state_curated_indiana_v1,east_wind_bar_indianapolis,East Wind Bar,1877 South East Street,Indianapolis,IN,46225,USA,39.7417437,-86.1492166,,
indiana_production_v1,45,state_curated_indiana_v1,garfield_brewery_indianapolis,Garfield Brewery,2310 Shelby Street,Indianapolis,IN,46203,USA,39.7353619,-86.1400249,,
