import_batch_id,source_row_number,community_source,community_source_id,venue_name,address,city,state,zip_code,country,latitude,longitude,phone,website
virginia_production_v1,14,state_curated_virginia_v1,bedrock_billiards_washington,Bedrock Billiards,1841 Columbia Road Northwest,Washington,VA,20009-2009,USA,38.9214890,-77.0438290,+1-202-667-7665,http://bedrockbilliards.com/
virginia_production_v1,15,state_curated_virginia_v1,exiles_bar_washington,Exiles Bar,1610 U Street Northwest,Washington,VA,20009-6210,USA,38.9167868,-77.0373153,+1 202-232-2171,https://www.exilesbar.com/
virginia_production_v1,16,state_curated_virginia_v1,m_e_swing_coffee_roasters_washington,M.E. Swing Coffee Roasters,1702 G Street Northwest,Washington,VA,20006,USA,38.8981378,-77.0400004,+1 202-628-7601,https://www.swingscoffee.com/
virginia_production_v1,17,state_curated_virginia_v1,pinstripes_washington,Pinstripes,1064 Wisconsin Avenue Northwest,Washington,VA,20007-3633,USA,38.9044365,-77.0633626,+1 202-625-6500,https://pinstripes.com
virginia_production_v1,18,state_curated_virginia_v1,sports_social_washington,Sports & Social,1314 U Street Northwest,Washington,VA,20009-4445,USA,38.9168338,-77.0305860,+1 202-449-5583,https://sportsandsocial.com/dc/
virginia_production_v1,19,state_curated_virginia_v1,swingers_washington,Swingers,1330 19th Street Northwest,Washington,VA,,USA,38.9084229,-77.0436862,,https://swingers.club/us/locations/washington
virginia_production_v1,20,state_curated_virginia_v1,bowlero_chesapeake,Bowlero,112 Medical Parkway East,Chesapeake,VA,23320,USA,36.7462759,-76.2419886,,https://www.bowlero.com/location/bowlero-chesapeake
virginia_production_v1,21,state_curated_virginia_v1,amf_virginia_beach,AMF,6660 Indian River Road,Virginia Beach,VA,23464,USA,36.8202573,-76.2214302,+1-757-420-5840,https://www.amf.com/location/amf-indian-river-lanes
virginia_production_v1,22,state_curated_virginia_v1,boe_s_tiki_bar_arlington,Boe's Tiki Bar,2854 Wilson Boulevard,Arlington,VA,22201,USA,38.8887147,-77.0927982,,https://www.theboexperience.com/#BoETIKIBar
virginia_production_v1,23,state_curated_virginia_v1,celtic_house_pub_arlington,Celtic House Pub,2500 Columbia Pike,Arlington,VA,22204,USA,38.8630389,-77.0842704,+1 703-746-9644,https://celtichouse.net/
virginia_production_v1,24,state_curated_virginia_v1,champions_arlington,Champions,1206 Wisconsin Avenue Northwest,Arlington,VA,,USA,38.9055067,-77.0631764,,
virginia_production_v1,25,state_curated_virginia_v1,glory_days_grille_arlington,Glory Days Grille,,Arlington,VA,,USA,38.8368476,-77.1549371,,https://www.glorydaysgrill.com/locations/virginia/barcroft-plaza/
virginia_production_v1,26,state_curated_virginia_v1,l_a_bar_grill_arlington,L.A. Bar & Grill,2530 Columbia Pike,Arlington,VA,,USA,38.8628343,-77.0846687,+1 703-685-1560,https://www.labargrill.com/
virginia_production_v1,27,state_curated_virginia_v1,liberty_tavern_arlington,Liberty Tavern,3195 Wilson Boulevard,Arlington,VA,22201,USA,38.8863769,-77.0968621,+1 703-465-9360,https://www.thelibertytavern.com/
virginia_production_v1,28,state_curated_virginia_v1,nettie_s_tavern_arlington,Nettie's Tavern,2854 Wilson Boulevard,Arlington,VA,22201-3806,USA,38.8886390,-77.0929880,,https://www.nettiestavern.com/
virginia_production_v1,29,state_curated_virginia_v1,public_bar_arlington,Public Bar,1214 18th Street Northwest,Arlington,VA,20036,USA,38.9062809,-77.0420858,+1-202-223-2200,https://publicbarlive.com/
virginia_production_v1,30,state_curated_virginia_v1,samuel_beckett_s_irish_gastro_pub_arlington,Samuel Beckett's Irish Gastro Pub,2800 South Randolph Street,Arlington,VA,22206,USA,38.8407151,-77.0892695,+1 703-379-0122,https://samuelbecketts.com/
virginia_production_v1,31,state_curated_virginia_v1,screwtop_wine_bar_arlington,Screwtop Wine Bar,1025 North Fillmore Street,Arlington,VA,22201,USA,38.8854493,-77.0927166,+1 703-888-0845,https://screwtopwinebar.com/
virginia_production_v1,32,state_curated_virginia_v1,westover_beer_garden_arlington,Westover Beer Garden,5863 Washington Boulevard,Arlington,VA,22205,USA,38.8857540,-77.1410940,+1-703-536-5040,http://www.westovermarketbeergarden.com/
virginia_production_v1,33,state_curated_virginia_v1,hung_cafe_falls_church,Hung Cafe,Wilson Boulevard,Falls Church,VA,22044,USA,38.8730991,-77.1550216,,
virginia_production_v1,34,state_curated_virginia_v1,le_billiards_falls_church,Le Billiards,Wilson Boulevard,Falls Church,VA,22044,USA,38.8745006,-77.1538530,,
virginia_production_v1,35,state_curated_virginia_v1,bar_charley_washington,Bar Charley,1825 18th Street Northwest,Washington,VA,20009-5539,USA,38.9150699,-77.0414418,+1 202-627-2183,https://www.barcharley.com/
virginia_production_v1,36,state_curated_virginia_v1,conduit_road_public_house_washington,Conduit Road Public House,5125 MacArthur Boulevard Northwest,Washington,VA,20016,USA,38.9256181,-77.1017759,+1-202-990-5125,https://conduitroadllc.com/
virginia_production_v1,37,state_curated_virginia_v1,duffy_s_irish_pub_washington,Duffy's Irish Pub,2153 P Street Northwest,Washington,VA,20037,USA,38.9097991,-77.0483604,+1 202-462-9464,https://www.dcduffys.com/
virginia_production_v1,38,state_curated_virginia_v1,easy_tiger_tavern_washington,Easy Tiger Tavern,1817 Columbia Road Northwest,Washington,VA,20009-2005,USA,38.9219440,-77.0436160,,https://www.easytigerdc.com/welcome
virginia_production_v1,39,state_curated_virginia_v1,froggy_bottom_pub_washington,Froggy Bottom Pub,2021 K Street Northwest,Washington,VA,20006-1003,USA,38.9027776,-77.0457902,+1 202-338-3000,https://www.froggybottompub.com/
virginia_production_v1,40,state_curated_virginia_v1,georgetown_piano_bar_washington,Georgetown Piano Bar,3287 M Street Northwest,Washington,VA,20007-3632,USA,38.9053051,-77.0655971,+1 202-827-3236,https://www.georgetownpianobar.com/reservations/
virginia_production_v1,41,state_curated_virginia_v1,jr_s_bar_washington,JR's Bar,1519 17th Street Northwest,Washington,VA,20036,USA,38.9104732,-77.0381978,+1 202-328-0090,https://jrsbar-dc.com/
virginia_production_v1,42,state_curated_virginia_v1,jojo_restaurant_bar_washington,JoJo Restaurant & Bar,1518 U Street Northwest,Washington,VA,20009,USA,38.9168375,-77.0353832,+1 202-319-9350,http://jojodc.com
virginia_production_v1,43,state_curated_virginia_v1,lucky_bar_washington,Lucky Bar,1221 Connecticut Avenue Northwest,Washington,VA,20036-2607,USA,38.9065709,-77.0413645,+1 202-331-3733,https://www.luckybardc.com/
virginia_production_v1,44,state_curated_virginia_v1,maison_bar_a_vins_washington,Maison Bar a Vins,1834 Columbia Road Northwest,Washington,VA,20009-2002,USA,38.9217320,-77.0431600,+1 202-525-2167,https://www.maisondc.com/
virginia_production_v1,45,state_curated_virginia_v1,no_goodbyes_bar_washington,No Goodbyes Bar,1770 Euclid Street Northwest,Washington,VA,20009,USA,38.9227890,-77.0416210,+1-202-864-4180,https://www.thelinehotel.com/dc/restaurants-bars/no-goodbyes/
virginia_production_v1,46,state_curated_virginia_v1,pitchers_cafe_washington,Pitchers Cafe,2317 18th Street Northwest,Washington,VA,20009-1814,USA,38.9201422,-77.0415943,+1 202-733-2568,https://www.pitchersbardc.com/
virginia_production_v1,47,state_curated_virginia_v1,players_club_washington,Players Club,1400 14th Street Northwest,Washington,VA,20005,USA,38.9091258,-77.0321813,+1 202-986-4730,https://www.playersclubdc.com/
virginia_production_v1,48,state_curated_virginia_v1,post_pub_washington,Post Pub,1422 L Street Northwest,Washington,VA,20005,USA,38.9035782,-77.0340264,+1-202-990-7782,https://postpubdc.com/
virginia_production_v1,49,state_curated_virginia_v1,raven_grill_washington,Raven Grill,3125 Mount Pleasant Street Northwest,Washington,VA,20009,USA,38.9293960,-77.0374038,+1 202-387-8411,https://theravengrill.com/
virginia_production_v1,50,state_curated_virginia_v1,reynold_s_bar_washington,Reynold's Bar,1320 18th Street Northwest,Washington,VA,20036,USA,38.9083650,-77.0419286,+1 202-495-1300,https://reynoldsbardc.com
virginia_production_v1,51,state_curated_virginia_v1,rosebar_washington,Rosebar,1215 Connecticut Avenue Northwest,Washington,VA,20036-2606,USA,38.9064030,-77.0411810,+1-202-955-5525,https://rosebarlounge.com/
virginia_production_v1,52,state_curated_virginia_v1,round_robin_bar_washington,Round Robin Bar,1401 Pennsylvania Avenue Northwest,Washington,VA,20004-1005,USA,38.8964600,-77.0322380,+1 202-628-9100,https://washington.intercontinental.com/food-drink/round-robin-bar/
virginia_production_v1,53,state_curated_virginia_v1,shenanigan_s_irish_pub_washington,Shenanigan's Irish Pub,2450 18th Street Northwest,Washington,VA,20009,USA,38.9219423,-77.0426563,+1 202-588-7405,https://www.shenaniganspubdc.com/
virginia_production_v1,54,state_curated_virginia_v1,the_bier_baron_tavern_washington,The Bier Baron Tavern,1523 22nd Street Northwest,Washington,VA,20037,USA,38.9102987,-77.0485698,+1 202-293-1887,https://www.1523beer.com/
virginia_production_v1,55,state_curated_virginia_v1,the_rye_bar_washington,The Rye Bar,1050 31st Street Northwest,Washington,VA,20007,USA,38.9040146,-77.0613312,+1 202-617-2425,http://www.theryebardc.com
virginia_production_v1,56,state_curated_virginia_v1,the_town_tavern_washington,The Town Tavern,2323 18th Street Northwest,Washington,VA,20009-1814,USA,38.9203105,-77.0416294,+1 202-387-8696,http://www.TownTavernDC.com/
virginia_production_v1,57,state_curated_virginia_v1,thunder_burger_bar_washington,Thunder Burger & Bar,3056 M Street Northwest,Washington,VA,20007-3727,USA,38.9050444,-77.0606870,+1 202-333-2888,https://www.thunderburger.com/
virginia_production_v1,58,state_curated_virginia_v1,abls_sports_grille_chesapeake,Abls Sports Grille,1121 South Military Highway,Chesapeake,VA,23320,USA,36.8075987,-76.2219255,,
virginia_production_v1,59,state_curated_virginia_v1,buffalo_wild_wings_chesapeake,Buffalo Wild Wings,1308 Greenbrier Parkway,Chesapeake,VA,23320,USA,36.7729785,-76.2297456,,
virginia_production_v1,60,state_curated_virginia_v1,hank_s_pub_chesapeake,Hank's Pub,2138 South Military Highway,Chesapeake,VA,23320,USA,36.7783837,-76.2659639,,https://hankspubchesapeake.com/
